l1_category,l2_subcategory,l3_skill_name,l3_skill_id
Information Technology,Databases,TimesTen,KS441DP6JFQ9PC69RZ31
Information Technology,Databases,TokuDB,KSNIXJXVKGFATGN56U9F
Information Technology,Databases,Translation Memory,KS4417H779PQ3M8S9HBW
Information Technology,Databases,Unique Key,KSOAAGHZN6MTK80VCWU5
Information Technology,Databases,Unisys DMSII,KS441NC70TTQH4JLMR9B
Information Technology,Databases,Universal Database (UDB),KS7G7W4628XBVJ3YH1TB
Information Technology,Databases,Very Large Databases (VLDB),ESA23BF5999FCE3E08AD
Information Technology,Databases,Web SQL Databases,KS4420K676H1NVK75D94
Information Technology,Databases,XML Databases,KS4427G6F1RCNPYRF7KN
Information Technology,Databases,Z39.50 Standard,KS4429476SHBX029RDZ3
Information Technology,Data Management,ADOMD.NET,KS1207X64LWTF77RX15S
Information Technology,Data Management,AS4 Conformance Profile,KS120NS75WQMM7B20BK4
Information Technology,Data Management,ATA Packet Interface,KS120QB77K2SR96QTD07
Information Technology,Data Management,ATM Adaptation Layer,KS1202J6V5TM84R59X89
Information Technology,Data Management,AWS Big Data,ESB102892F562410D468
Information Technology,Data Management,AWS Certified Big Data Specialty,ESE9D9E0EAAFED58FE7F
Information Technology,Data Management,Active Queue Management,KS120LX6C1T9W0ZMSSMV
Information Technology,Data Management,ActiveSync,KS1205P5VXFJ2ZS5XBJY
Information Technology,Data Management,Advanced Filter,KSCMIQYRY5N1KFGYF562
Information Technology,Data Management,Advanced Technical Information System,KS7G14C73HNY6NC86DXG
Information Technology,Data Management,Alembic (Data Migration Tool),KS120D5719LQ4VK55SGD
Information Technology,Data Management,Altiscale,ESDBC07FEE762AD42F91
Information Technology,Data Management,Altix Supercomputers,KS120F470XQTQML05553
Information Technology,Data Management,Amazon Timestream,ES5CB420F93306BE648A
Information Technology,Data Management,Apache Accumulo,KS1204B6WS1HDN91161S
Information Technology,Data Management,Apache Atlas,ESCAF9DCD0673887A01B
Information Technology,Data Management,Apache Derby,KS1220P6TMR64FS5P294
Information Technology,Data Management,Apache Directory,KSN1D6D6I4U67A6AWQMQ
Information Technology,Data Management,Apache Flex Data Services,KS1207D6STFNCG4L1M4V
Information Technology,Data Management,Apache JackRabbit,BGS92287093E69BDC0F4
Information Technology,Data Management,Application Data,KS3OOTPOI6UCHLWS1PUW
Information Technology,Data Management,Arithmetic Logic Unit,KS120F6637P9M1J502XN
Information Technology,Data Management,Associate Insurance Data Management,KS120BX78K2DLRFQ4CL8
Information Technology,Data Management,Australian National Data Services,KS120H16NW25SGYZVKTW
Information Technology,Data Management,Azure Synapse Analytics,ESAC4A094237C52BB369
Information Technology,Data Management,Base Address,KSBTYZICO2P4HOXKE2YG
Information Technology,Data Management,Basic Direct Access Methods,KS120YP6VZ1QQYD5FZPP
Information Technology,Data Management,Batch Updates,KS6VGGBJUU34NVZ7D8O7
Information Technology,Data Management,Big Data Application,ES55CA66A6255D69C99D
Information Technology,Data Management,BlazeDS,KS1206X71B7DT50YVVXS
Information Technology,Data Management,Bobsled Data Platform,ES27E8096EEA6CF759FC
Information Technology,Data Management,Bulk Copy Program,KS1217Y742MF9NVCRG56
Information Technology,Data Management,Bulk Import,KSSHXM75FPYKJQY4DWFS
Information Technology,Data Management,Canonical Mapping,KS121CC77DV32KHCXWS1
Information Technology,Data Management,Catalog Server,KS121FR67ZP6G1L4BNYB
Information Technology,Data Management,Cdata,KSH9J216J3N8I8GHRZG9
Information Technology,Data Management,Certificate In Data Processing,KS121LC6304Q89L14TSM
Information Technology,Data Management,Certified Data Centre Design Professional,KS121HL704L9TDBX6L2T
Information Technology,Data Management,Certified Data Centre Expert,ES98032725C61A24384B
Information Technology,Data Management,Certified Data Centre Professional,ESD9C5A112B88E84D1A5
Information Technology,Data Management,Certified Data Centre Specialist,ES35E12E84DBD39EF53E
Information Technology,Data Management,Certified Data Management Professional (CDMP) - DAMA,KS121HX6LLQ7RNL061QJ
Information Technology,Data Management,Certified Data Privacy Solutions Engineer (CDPSE),ES7EEA906BCABE5ABE12
Information Technology,Data Management,Certified Data Recovery Professional,KS121J561W4GL9G3Q6LT
Information Technology,Data Management,Certified Information System Auditor (CISA),ES1662E5F954AF0704DB
Information Technology,Data Management,Circuit Switched Data,KS121X5751GD41R0HV87
Information Technology,Data Management,CompTIA DataAI,ES4C59974881F7B8DDF5
Information Technology,Data Management,CompTIA DataSys+,ESF8935566414A31CF79
Information Technology,Data Management,Complex Event Processing,BGSE4446924FA4F8C90E
Information Technology,Data Management,Conditional Formatting,KSHS4XRDCACUGEP4S6XD
Information Technology,Data Management,Connected Data Objects,KS1229175J54HXMZ8VRP
Information Technology,Data Management,Content Engineering,KS122BM62SG6N8MXGVWG
Information Technology,Data Management,Context Switch,KS128296KDB49MSM0B16
Information Technology,Data Management,Continuous Data Protection,ES7CE60D59ED607C6B72
Information Technology,Data Management,Continuous Data Replicator,KS7G388798X2YG8N6037
Information Technology,Data Management,Controlled Vocabulary,KS122CY6F1XN9QM1PKDL
Information Technology,Data Management,CuteFTP,KS122M462MLGRNLWP884
Information Technology,Data Management,DCRIS - Distributed Customer Records Information System,KS122RS71FYPFWKGQQ1H
Information Technology,Data Management,DFRmm - Data Facility Removable Media Manager,KS122WQ70DXZTCHY538Y
Information Technology,Data Management,DIMES,KS122ZN6KMB8K2PDQ3GN
Information Technology,Data Management,Dagster,LCSXVLL06RBJBKLALQGH
Information Technology,Data Management,Data Abstraction,ESBA1EF907B46E8CD773
Information Technology,Data Management,Data Administration,KS122NM664JB2GZ0ZD72
Information Technology,Data Management,Data Annotations,KSW9TTFZIT3Z3ZOU5ML9
Information Technology,Data Management,Data Append,ESBCBE8CA8EA49C52C23
Information Technology,Data Management,Data Center Unified Computing Systems Implementation (DCUCI),KS122RW5WP2K29HTY0SJ
Information Technology,Data Management,Data Class,KS28KD4USS4LTUKDNLE0
Information Technology,Data Management,Data Classification,KS7G7PW66DSP5F1XZFCB
Information Technology,Data Management,Data Compilation,KS1226B6N54XJ43HGGJ2
Information Technology,Data Management,Data Conditioning,KS122NS6D4VVBB6S6VFQ
Information Technology,Data Management,Data Consistency,KS122NS6ZXC3WVSSSW2H
Information Technology,Data Management,Data Control,KS122NS70VX2DP2290H9
Information Technology,Data Management,Data Corruption,KS122FH6H5WXHPG0LK8M
Information Technology,Data Management,Data Curation,ESFAAEE022EE401E2405
Information Technology,Data Management,Data Definition Specification,KS122NV6KDQ72CYGSCK4
Information Technology,Data Management,Data Dictionary,KS122NT6WCRGRSZ2CDR4
Information Technology,Data Management,Data Documentation,ES272C8E7F57499A0CBB
Information Technology,Data Management,Data Domain,KS122NW5YB08NCH9P98B
Information Technology,Data Management,Data Duplication Management,KS122NT62NHD89135PZ3
Information Technology,Data Management,Data Enhancement,ES5EB34B298DAAAB4B8B
Information Technology,Data Management,Data Enrichment,ES98520F1E4DAB61B9E8
Information Technology,Data Management,Data Exchange,KS122NZ6LY8D9LC8CT4Z
Information Technology,Data Management,Data Feed,KS122P071QJ85Z4HNXBF
Information Technology,Data Management,Data Files,KS122P15X48TTGZ5KCLY
Information Technology,Data Management,Data Formatting,ESE4102257D018582994
Information Technology,Data Management,Data Governance,KS122P378DGNVX4NKQKN
Information Technology,Data Management,Data Hub,KS122P679TKY3RR1HMFC
Information Technology,Data Management,Data Integrity,KS122P86NZFH1GP38G15
Information Technology,Data Management,Data Labeling,ESB97B40B4C811DCF866
Information Technology,Data Management,Data Lakehouse,ESE98E0F86671FBC222B
Information Technology,Data Management,Data Language Interface,KS122PB63YP8C015L492
Information Technology,Data Management,Data Libraries,KS122PC70LT8H9R80M5J
Information Technology,Data Management,Data Localization,ESE59BCDF8E3E54723E9
Information Technology,Data Management,Data Maintenance,ES7DB275A5BCAC8BEA63
Information Technology,Data Management,Data Management,KS122PG64BT2BT6X15HF
Information Technology,Data Management,Data Management Plan,KS122PG65K2NNN5XL7QW
Information Technology,Data Management,Data Management Platforms,ES389735D3181D8EBE88
Information Technology,Data Management,Data Mapper Patterns,KS122PH6SRCFDRVJC8ML
Information Technology,Data Management,Data Mapping,KS122PH75MYR5J23KGVH
Information Technology,Data Management,Data Masking,KS122PK616D4V4QQ4YYJ
Information Technology,Data Management,Data Migration,KS122PL6Y7WHFNZ54RQJ
Information Technology,Data Management,Data Processing,KS1227G66P02RR405S78
Information Technology,Data Management,Data Processing Systems,KS122PR70M3GKDT05647
Information Technology,Data Management,Data Protection Planning,BGS87D331432B8A5EB09
Information Technology,Data Management,Data Quality,KS122PT6RKPQ5KLM3XYH
Information Technology,Data Management,Data Quality Assurance,ES29DE4D56633A932EF8
Information Technology,Data Management,Data Recovery,KS122PV74RTMXRH3KV05
Information Technology,Data Management,Data Recovery Software,KS122PV751ZQ3HT24BGL
Information Technology,Data Management,Data Redundancy,KS122PX6X3Y8QFM2NNS2
Information Technology,Data Management,Data Remanence,KS122NV6Z8BHF52LRZDH
Information Technology,Data Management,Data Retention,KS122PY6WKXV0858S71L
Information Technology,Data Management,Data Retrieval,KS122PY6ZRDL0TD5GSH4
Information Technology,Data Management,Data Server Interface,KS7G3LM6WDLJP1D3LD3L
Information Technology,Data Management,Data Sharing,KS122PZ78FKG9GL2NL9Q
Information Technology,Data Management,Data Stream Management Systems,KS1236P72WR52YPDM057
Information Technology,Data Management,Data Structure Alignment,KS122NM66FNMJJT8Z33M
Information Technology,Data Management,Data Synchronization,KS122Q36X6HDLHL9MHNW
Information Technology,Data Management,Data Taxonomy,BGSA0EDE8B48277BF4C7
Information Technology,Data Management,Data Transposition,ES5745F007C914B3768C
Information Technology,Data Management,Data Types,ESEBBE0B08917E3354F9
Information Technology,Data Management,Data Virtualization,KS122Q876SMDNCTVDK9W
Information Technology,Data Management,Data Warehouse Appliance,KS122QD684FPZT7ZJ8YB
Information Technology,Data Management,Data Warehousing Concepts Certification,KS122QF5X6J2GK1NMSMJ
Information Technology,Data Management,Data Wrangling,ES688C7DC5E9F6F678E7
Information Technology,Data Management,Data-Structured Language,KS122PB6RZ6F349TWPYB
Information Technology,Data Management,DataAdapters (ADO.NET),KS122QF6X5M2C9RK40FB
Information Technology,Data Management,DataBasic,BGSE6AE618D8B629AB27
Information Technology,Data Management,DataFlex,KS122QZ659135T8TX4C4
Information Technology,Data Management,DataHub (Software),ES2662C078E3AA651678
Information Technology,Data Management,DataNucleus,KS122R26J8BJ1MJ0FVD8
Information Technology,Data Management,DataStax Enterprise Graph,BGS402E63F3290AA08F7
Information Technology,Data Management,DataTransfer Workbench SAP,KS1238579K5G40R3BWN7
Information Technology,Data Management,Databags,KSVJM8HRGCF6XL2BFYWZ
Information Technology,Data Management,Database Independent,KSAKV0MG42O4Z2MT4Q0F
Information Technology,Data Management,Datacards,KS122NQ653PPZRJSXTQY
Information Technology,Data Management,Datafield,KSEM10K8MU3OB6V803K4
Information Technology,Data Management,Datanet,KS122R173JTJ4FR498Y5
Information Technology,Data Management,Dataportability,KS122PQ7260JQP1L43CF
Information Technology,Data Management,Dataset,KSIF64ADSNL8EWGKPF0O
Information Technology,Data Management,Dataspaces,KS122Q172DW2CZQZW5GH
Information Technology,Data Management,Datatable,KS5134DA8F6RGQS1M6ZB
Information Technology,Data Management,Date Manipulation,KSX3LPZSWYZDK72UM32C
Information Technology,Data Management,Datomic,KSM6Q9C3DOBI9P73SOF7
Information Technology,Data Management,Dfsort,KS581L86D8HWAAFTN55E
Information Technology,Data Management,Digital Data Systems,KS122YB6K3ZWBVHG85C6
Information Technology,Data Management,Directory Structure,KS123076H030P0BXT6Z8
Information Technology,Data Management,Dirty Data,KSV1VEI9BJQK40UP3ZL7
Information Technology,Data Management,DoD Employee Interactive Data System (DEIDS),KS122TD6J15DFR56XQL3
Information Technology,Data Management,Duco,KS1237J6G0HMK0P8KFFQ
Information Technology,Data Management,Dummy Data Creation,KSANJEV4ZGVJQ0GDUX0T
Information Technology,Data Management,Dynamic Data,KSP2WYQX6GAC6IJILEDJ
Information Technology,Data Management,EMC Invista,KS123GS6FG5QD91R1H7N
Information Technology,Data Management,EXtremely Large Data Bases (XLDB),KS44277769VL4DFD8V4R
Information Technology,Data Management,Electronic Data Information Source,KS7G1HN66N7KKCWWNXQ7
Information Technology,Data Management,Electronic Reporting Systems,KS123FP611ZTXD0TJ0D3
Information Technology,Data Management,Electronically Stored Information,KS123FS65XYRV71QDFR3
Information Technology,Data Management,Ember Data,BGS402B8DA9AD25FA7F9
Information Technology,Data Management,Engineyard,KSFFAD19VPD3S4P2UD9F
Information Technology,Data Management,Entry Sequenced Data Set,KS123N16MW9HC15CTFD2
Information Technology,Data Management,Eprint,KS123M863BBCGGQQD21J
Information Technology,Data Management,Exago,KS5FLDMGRRTP4FUDYBJ6
Information Technology,Data Management,Extended Data Services,KS4426N6JZG0BGYB1TJ0
Information Technology,Data Management,Extended Display Identification Data,KS123BT6JJ4KJLHYYLHF
Information Technology,Data Management,Extended Super Frame (T1 Framing Standard),KS7G3M079S0X1YZSYXHK
Information Technology,Data Management,External Data Representation,KS123S46XZMWTVH2GNB0
Information Technology,Data Management,External Tables,KS44K63LK7KDOS3D5DSD
Information Technology,Data Management,FastExport,KS123TW6ZFVT7V7WX16P
Information Technology,Data Management,File Importing,KS7NABJDYSWEDMQ6NO4U
Information Technology,Data Management,File Manager,KS123XG68TN8VQ6LP1H3
Information Technology,Data Management,File Organization,KS1B9SM0VBAADAUP1A98
Information Technology,Data Management,File Transfer,KS123XJ6QKS62WC88VYZ
Information Technology,Data Management,FileMan,KS123XL6L9JR8F01QLXS
Information Technology,Data Management,Financial Integrated Data System,KS7G3SH6JR8CDYQJJP1H
Information Technology,Data Management,Firstlogic,BGSC87C4368D9EF2CACF
Information Technology,Data Management,Fixed Format,KSRJE8TJDBJUUHMFGO2W
Information Technology,Data Management,Format Conversion,KSEMN7OBS45ME5HVBXHO
Information Technology,Data Management,Formstack,ES8A94D08182790F0855
Information Technology,Data Management,GDSII,KS1247J6F0YHM9269L4C
Information Technology,Data Management,Generating Availability Data Systems,KS124696RBMMKF9XNY6G
Information Technology,Data Management,Global Data Synchronization Networks,KS1247J75MR6RCJDZR0Q
Information Technology,Data Management,Global Information Management Metrics EXchange (GMX),KS124DF677N2838D3NYK
Information Technology,Data Management,Griddle,KS124HV6RF9YQGFFDGVG
Information Technology,Data Management,Hadoop2,KSDYBORUKA4SWBZKQ9WF
Information Technology,Data Management,Hash Table,KS124LW77BD2W5V4J27H
Information Technology,Data Management,Hex Dump,KS124PK6P60VK40HSC5N
Information Technology,Data Management,Hexagon Production Software,KS122R076Q6F9SJ852KH
Information Technology,Data Management,Hierarchical Data Format,KS124MD728RCP9M9PL4T
Information Technology,Data Management,Horizontal Clustering,KS124RW6L0VHHFLJPLX3
Information Technology,Data Management,Hyperion Data Management,KS124WN6BCCTF6KYZTB6
Information Technology,Data Management,Hyperion Financial Data Quality Management,KS124WM72HXKM8CBJJWP
Information Technology,Data Management,IBM DB2,KS122QG6F0WSF1GQQ6XT
Information Technology,Data Management,IBM Datacap,BGSF74F8C0F4D6D3E7F2
Information Technology,Data Management,IBM InfoSphere Data Architect,ESD360AEEA5A420E6864
Information Technology,Data Management,IBM InfoSphere MDM,ESBE0D9DBA9F992BB670
Information Technology,Data Management,IBM InfoSphere Master Data Management,BGS152D392D17B76EB77
Information Technology,Data Management,IBM InfoSphere Optim,ES54E926C73B9A244C53
Information Technology,Data Management,IBM Intelligent Printer Data Stream (Computer Printing),KS125C4611WW3J6GVD1Q
Information Technology,Data Management,IBM Master Data Management,ES5D3C28ADB4F3FD7756
Information Technology,Data Management,IBM Optim,ESA2E5886DBB1E249C4A
Information Technology,Data Management,IBM SPSS Modeler,ES788804BA6B898E2A74
Information Technology,Data Management,IBM Sterling B2B Integrator,BGS3E60A84CF29B0EB17
Information Technology,Data Management,IDoc (Intermediate Document),KS1250D743N308MT1S36
Information Technology,Data Management,Illustra,KS1251Q608882P2V9B0M
Information Technology,Data Management,Indexing Service,KS1253K5ZR4X5M304V0N
Information Technology,Data Management,Infobright,KS9FMFPV89DXQVPB5OMY
Information Technology,Data Management,Infomax,KS1254564D1BXR3FRS0L
Information Technology,Data Management,Informatica Master Data Management,ESE40682021B48311082
Information Technology,Data Management,Information Framework,KS1254F6VRPY362MNRVH
Information Technology,Data Management,Information Governance And Management,KS7G0VR6MD4Z1Z6L6KVL
Information Technology,Data Management,Information Lifecycle Management,KS1254G6R99SYQCN8QXV
Information Technology,Data Management,Information Management,KS1254G739VBXHP430DV
Information Technology,Data Management,Information Ordering,ES9A6120F6C488B796B7
Information Technology,Data Management,Information Organization,ES69309AF58524301F64
Information Technology,Data Management,Information Processing,KS1254G65YTR6FD5YFLT
Information Technology,Data Management,Integrated Archaeological Databases,KS124X86ZRYM8TLG2WJ2
Information Technology,Data Management,InvenioRDM,KS125B06V1B372C5JCL4
Information Technology,Data Management,Istream,KSQFYR8X4ZIEM3LQ47DC
Information Technology,Data Management,JSON Schema,ESD68FDFE736FEE7C0F1
Information Technology,Data Management,Joint Technical Data Integration,KS125L8788G5YK1NM158
Information Technology,Data Management,KNIME,KS125N8634N36ZH5W5CL
Information Technology,Data Management,KairosDB,KSJEWS3ILAWRR2IRX5IH
Information Technology,Data Management,Kalido,KS125LW65LHCP7RJPMB9
Information Technology,Data Management,Kapacitor,KS4I2IZGRMR2OV83BNXY
Information Technology,Data Management,LDAP Data Interchange Format,KS125RQ6H7144853M6DG
Information Technology,Data Management,LFTP - Sophisticated File Transfer Program,KS125T17012G23BD800Y
Information Technology,Data Management,Legacy System Migration Workbench,KS126056J03CN70WF1NZ
Information Technology,Data Management,Linked Data,KS125VX6DC85ZQMKJKMC
Information Technology,Data Management,LlamaIndex,ESF8DEA415CA897576BA
Information Technology,Data Management,Local Data Move Tool,KS125RQ78G575V85Y1PD
Information Technology,Data Management,MagicISO,KS1262V6FDTB49L38TN9
Information Technology,Data Management,Magmi,KSE91XFGFW70M68AOTPE
Information Technology,Data Management,Magnetic Stripe Cards,KS126305W3STW2BJ9HZC
Information Technology,Data Management,Manufacturing Engineering Data Module,KS126C660X0YM20P2822
Information Technology,Data Management,MapDB,KSMNQH611Q6ZVF1BR605
Information Technology,Data Management,Marklogic,KSAOCT75LKQ4E37SCJ9B
Information Technology,Data Management,Marshalling (Data Serialization),KSF9KST7C20IWM1PH1VE
Information Technology,Data Management,Master Data Management,ES7F8F47C11293BAE782
Information Technology,Data Management,Mendeley,KS126CY77KJHPN80QMBR
Information Technology,Data Management,Metadata Editors,KS126F16RZTJRZJ0WD42
Information Technology,Data Management,Metadata Management,KS126F16TJ69NXFL839V
Information Technology,Data Management,Metadirectory,KS126F268MXHNZKJR7TJ
Information Technology,Data Management,Metafile,KS126F26S6R3JG91YWHC
Information Technology,Data Management,Meter Data Management,KS1268Z67XGZDQJTKZZH
Information Technology,Data Management,Microsoft Data Access Components,KS1268Q75PK3D3QW7F11
Information Technology,Data Management,Microsoft Fabric,ESC76871BA841C1496EA
Information Technology,Data Management,Migration Manager,KSP8M654PRZCT7JE9UU6
Information Technology,Data Management,MultiSpeak,KS126SV6C2RXCJ2KT89M
Information Technology,Data Management,Multidimensional Array,KSF5IVNI6TUNC5JG8N8T
Information Technology,Data Management,Multidimensional Database Management Systems,KS1268S72GP5MLJ7BYTJ
Information Technology,Data Management,Multifile,KSZ7JNZMAV0RWWUBHTSD
Information Technology,Data Management,NLog (Software),LCSF024I4TX3RHVOVJ6T
Information Technology,Data Management,National Information Exchange Model,KS12719611Q5Q7F4B6JT
Information Technology,Data Management,Naval Tactical Data Systems,KS127426BT2D4HHCGBY5
Information Technology,Data Management,Navicat,KS126W5784TJPMJD848M
Information Technology,Data Management,Navy Standard Integrated Personnel Systems,KS1273X6H2XTLX0WMJNJ
Information Technology,Data Management,Northwestern Online Total Integrated System (NOTIS),KS1273365QRC3K5WJSTW
Information Technology,Data Management,Novell Data Synchronizer,KS1273867JDC6P0XNRG1
Information Technology,Data Management,Nucleo Motherboards,KSH63CWHPTUSNBXSAWGL
Information Technology,Data Management,OSIsoft,BGS8E34BC065341D9383
Information Technology,Data Management,OpenRefine,KS124FM6RKKCWH6X0BG0
Information Technology,Data Management,Opendata,KSK5G1UND9AK9L68W6E2
Information Technology,Data Management,Oracle ADVM,KS120916B8P5M03TW12M
Information Technology,Data Management,Oracle Coherence,KS72ARNMDCGQ90BFZATR
Information Technology,Data Management,Oracle Data Access Components,KS1276P6GKJ1S2C96L38
Information Technology,Data Management,Oracle Essbase,KS123NC66JMB6KGCYCJZ
Information Technology,Data Management,Oracle Hyperion DRM,BGSEEE89139C366C31E2
Information Technology,Data Management,Oracle Management,ESE11E6025805149D7CA
Information Technology,Data Management,PHP Data Objects (PDO),BGSE8D94BB611F9AF4EA
Information Technology,Data Management,Pango,KS2C8PWUT1L8FOVDGLS6
Information Technology,Data Management,Persistent Data Structure,KS122PP6RM935T5G60L6
Information Technology,Data Management,Programmed Data Processor,KS127N4627V39QC08L8Z
Information Technology,Data Management,Public Folders,KSHEU3D0FHCVUPEKGVNU
Information Technology,Data Management,Qlik Data Integration Platform,KS7PU2F8ONVT75UDR611
Information Technology,Data Management,Query View And Report (QVR),KS128BG72WPTRKQ00WPH
Information Technology,Data Management,Quicksort,KSVAIBQBOKM0ABYHUE7W
Information Technology,Data Management,Quiesce,KS128BB77GGB9MVTF061
Information Technology,Data Management,Raima Database Management,KS128CL6T9FHPRBGN3NM
Information Technology,Data Management,Rdata,KSOWHFOUAP5GWPK96ZSQ
Information Technology,Data Management,Record Linkage,KS128FY6YKGH535QZ72D
Information Technology,Data Management,Redgate,KSVA508E3J8847U1Y7BI
Information Technology,Data Management,Relative Import,KSAK2G365BKBEXHPO1LI
Information Technology,Data Management,Relative Record Data Set,KS4405N6W2P9TWYK97ZS
Information Technology,Data Management,Reltio (Master Data Management Software),ES26007442962DF6F835
Information Technology,Data Management,Remote Data Objects,KS128J5721ZM495FFCNF
Information Technology,Data Management,Remote Data Services,KS128J66W2ZHFZT27JV5
Information Technology,Data Management,Remote File Sharing,KS128J76RFBL82BSTH9Q
Information Technology,Data Management,Remote Job Entry,KS440006115YQJCZ3ZTN
Information Technology,Data Management,Resilient Distributed Datasets (RDD) Programming,BGS30B428A1DC5E02DAE
Information Technology,Data Management,Rochade,BGS8DDCA852275709D35
Information Technology,Data Management,RoomDB,ES3EB0112C9389344331
Information Technology,Data Management,Rsync,KS4405Y70XSTS3JZRMXX
Information Technology,Data Management,SAP Information Steward,BGS439F94E8A69E05585
Information Technology,Data Management,SAP NetWeaver Data Management,KS4408R69DHVGM5F62FR
Information Technology,Data Management,SAS Certified Data Quality Steward,ES19D9993D820A1C3AAC
Information Technology,Data Management,SAS Data Management,BGS7DD99C8BBEDF8A6CC
Information Technology,Data Management,SCOBOL,BGS6D4735CCC4E6A071E
Information Technology,Data Management,SQL Plan Management,KS7G7L361JHQJ52NCZCD
Information Technology,Data Management,SQL Server Master Data Services,KS440WB5YR58ST6DHLPR
Information Technology,Data Management,SQL Server Oracle,ES4835CD9EFFEBD3D953
Information Technology,Data Management,Sbjson,KS1U344NKL7K2Y9CLUO0
Information Technology,Data Management,Sedna,KSRB6DSAO10ZIVHB5LD1
Information Technology,Data Management,Semantic Interoperability,KS440FZ6YH0SBDJNDLMZ
Information Technology,Data Management,Semanticworks,KS440G26RPL955SYDJ95
Information Technology,Data Management,Sequel Pro,ES7D534AB8E24DDC8C8E
Information Technology,Data Management,Serde,KS010W3NKMBT96WN14LA
Information Technology,Data Management,Serializer,KS440GY6LQ55VC3Q8GBN
Information Technology,Data Management,Service Data Objects,KS440HB654Y5C3NXXHN5
Information Technology,Data Management,Sideloading,KS440KF6076HJQ74MZ24
Information Technology,Data Management,Signiant (File Transfer Software),ESD6928C7EF3A8304838
Information Technology,Data Management,Simple Data Format,KS440LD6Z5LPXR2Y8B78
Information Technology,Data Management,Simple Object Database Access,KS7G22K78HT0K4ZY048Z
Information Technology,Data Management,Sort-Merge,KS440S65W6YC9S57JWSB
Information Technology,Data Management,Splice Machine,KSLWXON3SXDMI7KN0QCA
Information Technology,Data Management,Static Data,KSQVHKOFS00F2L9R5AT9
Information Technology,Data Management,Stream Processing,KSUNORYVQGTP6GEKWFIL
Information Technology,Data Management,Subsampling,KSF3OA2RJQPRPO6Q18SX
Information Technology,Data Management,Subtyping,KSA105MFJ4XNX2U8CAOJ
Information Technology,Data Management,Sunopsis,KS4412676WLB5RXF0YWD
Information Technology,Data Management,Symbol Table,KS4414F6T4KTLRCKJKM2
Information Technology,Data Management,SyncML,KS4414L79MLXQ6FQ0080
Information Technology,Data Management,Syncsort,KSKG0YXEJK2AVHVY7W22
Information Technology,Data Management,TRAK,KS441H163FH81ZSHQCG1
Information Technology,Data Management,Tabulating Machine,KS441667642BMC4X2D4J
Information Technology,Data Management,Talend Open Studio For Data Quality,KS4416K6693LBQZYBJX3
Information Technology,Data Management,Task Queue,KSA1JVW5VQ3VIQALPFR1
Information Technology,Data Management,Taxonomy,ESF6E4B693E3BDEFE86D
Information Technology,Data Management,TeraText,KS441B169LJJCFNH2576
Information Technology,Data Management,Test Data Management,ES9033C57989ACB7BEB7
Information Technology,Data Management,Tform,KS17NFUNRPYZWKHHJ4GN
Information Technology,Data Management,Tidyverse,KS8CCQFFBBVUXLUR0HF8
Information Technology,Data Management,Total Commander,KS4423468H8PC2TYXNQJ
Information Technology,Data Management,Transaction Data,KS441H278FKL6W7160MY
Information Technology,Data Management,Trifacta,KS441JV6CC30QH2KVF11
Information Technology,Data Management,Unstructured Information Management Architecture (UIMA),KS441LZ6P14C1J6MT1M3
Information Technology,Data Management,Virtual Concatenation,KS441RK75F5PH81Z39G6
Information Technology,Data Management,Virtual Data Room,KS122Q06ZYYFC6FLV4ZP
Information Technology,Data Management,WhereScape,KS4421Y638KGWBLWM01L
Information Technology,Data Management,X-Road (Software),LCSAHIV3PX1SDL3XY1JC
Information Technology,Data Management,Xtrieve,KS4428D5W64PB8QP5Z66
Information Technology,Cybersecurity,AI Incident Response Procedure,ESD6468BD9DAFEEA84BF
Information Technology,Cybersecurity,AI Security,ES2EF4EE598CAAF91D6C
Information Technology,Cybersecurity,ASC X12 Standards,KS120HR68F268R48NN2Q
Information Technology,Cybersecurity,AWS CloudHSM,ES323762B1E71B5B0976
Information Technology,Cybersecurity,AWS CloudTrail,ES6C84FF059A9F04F65E
Information Technology,Cybersecurity,AWS Key Management Service (KMS),ES41665F519CF411D0AB
Information Technology,Cybersecurity,Acronis Cyber Protect Home Office,KS12059608LXYNL7H086
Information Technology,Cybersecurity,Active Directory Rights Management Services,KS120835Z5V5BBB4S4LL
Information Technology,Cybersecurity,Acunetix,ES65E3EB43C6881FFB57
Information Technology,Cybersecurity,Ad-Aware,KS120687181MKWWN82VF
Information Technology,Cybersecurity,Address Space Layout Randomization,KS120P271XD46H9V0P7K
Information Technology,Cybersecurity,Adobe Content Servers,KS120706TBMYLF01VQJY
Information Technology,Cybersecurity,Advanced Encryption Standard (AES),KS682P46TV7CKCJM807Z
Information Technology,Cybersecurity,Advanced Security Analytics,BGSBC619483206BC7A01
Information Technology,Cybersecurity,AlienVault,ESA3324EC7383F333C37
Information Technology,Cybersecurity,Amavis,KS120F96RB9RBP60WQB8
Information Technology,Cybersecurity,Amazon GuardDuty,ES7CE467DCFE4B022C97
Information Technology,Cybersecurity,Amazon Inspector,ESCBC577A3472CC93585
Information Technology,Cybersecurity,Amazon Macie,ES227FCB2636E0B9BABA
Information Technology,Cybersecurity,Amazon Quantum Ledger Database (QLDB),ES483C6776679FFF792B
Information Technology,Cybersecurity,Angr,ES8F1AC6C5918404C7EA
Information Technology,Cybersecurity,Anomaly Detection,KS120HN74DS7P7PZF5YG
